2021-05-23;48.600000;02:46:34;Cyklistika;Morning Ride;80;39.550000;87;88;783.400000
2021-05-09;102.300000;03:54:41;Cyklistika;Klinovec;2454;63.150000;154;183;1901.600000
2021-04-30;68.400000;02:16:54;Cyklistika;Morning Ride;1737;75.710000;149;190;797.000000
2020-11-07;56.900000;08:47:43;Chuze;Morning Ride;54;6.050000;143;166;1875.000000
2020-09-08;61.900000;01:22:48;Cyklistika;Lopatarna;1211;58.510000;168;196;430.400000
2020-09-05;109.600000;02:43:31;Cyklistika;Tour de Zelenak;2238;78.100000;168;195;1614.200000
2020-08-30;142.700000;03:52:01;Cyklistika;Morning Ride;3050;94.730000;163;195;2402.400000
2020-08-29;98.000000;02:08:57;Cyklistika;Kriterium Ostrava;1783;64.800000;165;198;529.200000
2020-08-20;38.200000;00:54:22;Cyklistika;MCR TT;984;59.390000;187;197;292.200000
